hlpi_name,series_ref,date,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Superannuitant,HPIQ.SSUP01,2011/7,2011Q3,super,1,Food,Food,group,1018,2,7
All households,HPIQ.SALL011,2011/7,2011Q3,allhh,1.1,Fruit and vegetables,Fruit & veg,subgroup,1070,8.6,9
Beneficiary,HPIQ.SBEN011,2011/7,2011Q3,benef,1.1,Fruit and vegetables,Fruit & veg,subgroup,1084,8.3,12
Income quintile 1 (low),HPIQ.SIQ1011,2011/7,2011Q3,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1066,7.4,8.9
Income quintile 2,HPIQ.SIQ2011,2011/7,2011Q3,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1056,7.6,8.4
Income quintile 3,HPIQ.SIQ3011,2011/7,2011Q3,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1081,9.5,9.1
Income quintile 4,HPIQ.SIQ4011,2011/7,2011Q3,disq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1070,9.3,9
Income quintile 5 (high),HPIQ.SIQ5011,2011/7,2011Q3,disq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1081,9.7,9.5
Expenditure quintile 1 (low),HPIQ.SEQ1011,2011/7,2011Q3,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1069,7.3,9
Expenditure quintile 2,HPIQ.SEQ2011,2011/7,2011Q3,expq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1073,7.9,8.8
Expenditure quintile 3,HPIQ.SEQ3011,2011/7,2011Q3,expq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1058,9.1,8.4
Expenditure quintile 4,HPIQ.SEQ4011,2011/7,2011Q3,expq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1075,9.7,9.4
Expenditure quintile 5 (high),HPIQ.SEQ5011,2011/7,2011Q3,expq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1080,9.6,9.2
M\u0101ori,HPIQ.SMAO011,2011/7,2011Q3,maori,1.1,Fruit and vegetables,Fruit & veg,subgroup,1092,9.4,11.7
Superannuitant,HPIQ.SSUP011,2011/7,2011Q3,super,1.1,Fruit and vegetables,Fruit & veg,subgroup,1065,8.7,9.7
All households,HPIQ.SALL012,2011/7,2011Q3,allhh,1.2,"Meat, poultry and fish",Meat,subgroup,1014,1.1,6.2
Beneficiary,HPIQ.SBEN012,2011/7,2011Q3,benef,1.2,"Meat, poultry and fish",Meat,subgroup,1005,0.7,6
Income quintile 1 (low),HPIQ.SIQ1012,2011/7,2011Q3,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,1011,1,6.3
Income quintile 2,HPIQ.SIQ2012,2011/7,2011Q3,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,1010,1.3,6.4
Income quintile 3,HPIQ.SIQ3012,2011/7,2011Q3,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,1013,1,6.1
Income quintile 4,HPIQ.SIQ4012,2011/7,2011Q3,disq4,1.2,"Meat, poultry and fish",Meat,subgroup,1019,1.1,6
Income quintile 5 (high),HPIQ.SIQ5012,2011/7,2011Q3,disq5,1.2,"Meat, poultry and fish",Meat,subgroup,1018,1.2,6.2
Expenditure quintile 1 (low),HPIQ.SEQ1012,2011/7,2011Q3,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,1005,0.9,5.9
Expenditure quintile 2,HPIQ.SEQ2012,2011/7,2011Q3,expq2,1.2,"Meat, poultry and fish",Meat,subgroup,1015,1.3,6.6
Expenditure quintile 3,HPIQ.SEQ3012,2011/7,2011Q3,expq3,1.2,"Meat, poultry and fish",Meat,subgroup,1014,1,6.3
Expenditure quintile 4,HPIQ.SEQ4012,2011/7,2011Q3,expq4,1.2,"Meat, poultry and fish",Meat,subgroup,1019,1.2,5.9
Expenditure quintile 5 (high),HPIQ.SEQ5012,2011/7,2011Q3,expq5,1.2,"Meat, poultry and fish",Meat,subgroup,1020,1.1,6.2
M\u0101ori,HPIQ.SMAO012,2011/7,2011Q3,maori,1.2,"Meat, poultry and fish",Meat,subgroup,1008,0.9,6.3
Superannuitant,HPIQ.SSUP012,2011/7,2011Q3,super,1.2,"Meat, poultry and fish",Meat,subgroup,1012,1,7
All households,HPIQ.SALL013,2011/7,2011Q3,allhh,1.3,Grocery food,Grocery food,subgroup,1021,0.6,6.1
Beneficiary,HPIQ.SBEN013,2011/7,2011Q3,benef,1.3,Grocery food,Grocery food,subgroup,1024,0.5,6.4
Income quintile 1 (low),HPIQ.SIQ1013,2011/7,2011Q3,disq1,1.3,Grocery food,Grocery food,subgroup,1025,0.5,6.4
Income quintile 2,HPIQ.SIQ2013,2011/7,2011Q3,disq2,1.3,Grocery food,Grocery food,subgroup,1022,0.6,6.1
Income quintile 3,HPIQ.SIQ3013,2011/7,2011Q3,disq3,1.3,Grocery food,Grocery food,subgroup,1023,0.6,6.2
Income quintile 4,HPIQ.SIQ4013,2011/7,2011Q3,disq4,1.3,Grocery food,Grocery food,subgroup,1019,0.7,6
Income quintile 5 (high),HPIQ.SIQ5013,2011/7,2011Q3,disq5,1.3,Grocery food,Grocery food,subgroup,1014,0.7,6.1
Expenditure quintile 1 (low),HPIQ.SEQ1013,2011/7,2011Q3,expq1,1.3,Grocery food,Grocery food,subgroup,1021,0.6,6.6
Expenditure quintile 2,HPIQ.SEQ2013,2011/7,2011Q3,expq2,1.3,Grocery food,Grocery food,subgroup,1023,0.6,6.2
Expenditure quintile 3,HPIQ.SEQ3013,2011/7,2011Q3,expq3,1.3,Grocery food,Grocery food,subgroup,1025,0.6,6
Expenditure quintile 4,HPIQ.SEQ4013,2011/7,2011Q3,expq4,1.3,Grocery food,Grocery food,subgroup,1019,0.7,6.1
Expenditure quintile 5 (high),HPIQ.SEQ5013,2011/7,2011Q3,expq5,1.3,Grocery food,Grocery food,subgroup,1018,0.7,6
M\u0101ori,HPIQ.SMAO013,2011/7,2011Q3,maori,1.3,Grocery food,Grocery food,subgroup,1027,0.6,6.6
Superannuitant,HPIQ.SSUP013,2011/7,2011Q3,super,1.3,Grocery food,Grocery food,subgroup,1025,0.8,6.3
All households,HPIQ.SALL014,2011/7,2011Q3,allhh,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1002,-0.2,7.7
Beneficiary,HPIQ.SBEN014,2011/7,2011Q3,benef,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1009,-0.3,7.7
Income quintile 1 (low),HPIQ.SIQ1014,2011/7,2011Q3,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1005,-0.3,7.9
Income quintile 2,HPIQ.SIQ2014,2011/7,2011Q3,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1007,-0.1,8.3
Income quintile 3,HPIQ.SIQ3014,2011/7,2011Q3,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1000,-0.2,7.8
Income quintile 4,HPIQ.SIQ4014,2011/7,2011Q3,disq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1000,-0.1,7.6
Income quintile 5 (high),HPIQ.SIQ5014,2011/7,2011Q3,disq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1000,-0.2,7.4
Expenditure quintile 1 (low),HPIQ.SEQ1014,2011/7,2011Q3,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1006,-0.2,8.2
Expenditure quintile 2,HPIQ.SEQ2014,2011/7,2011Q3,expq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1004,-0.2,8.2
Expenditure quintile 3,HPIQ.SEQ3014,2011/7,2011Q3,expq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1002,-0.2,7.7
Expenditure quintile 4,HPIQ.SEQ4014,2011/7,2011Q3,expq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1002,-0.3,7.4
Expenditure quintile 5 (high),HPIQ.SEQ5014,2011/7,2011Q3,expq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,996,-0.2,7.4
M\u0101ori,HPIQ.SMAO014,2011/7,2011Q3,maori,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1009,-0.2,7.8
Superannuitant,HPIQ.SSUP014,2011/7,2011Q3,super,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1007,0.5,9.9
All households,HPIQ.SALL015,2011/7,2011Q3,allhh,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,960,0.4,4.3
Beneficiary,HPIQ.SBEN015,2011/7,2011Q3,benef,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,964,0.3,4.4
Income quintile 1 (low),HPIQ.SIQ1015,2011/7,2011Q3,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,959,0.4,4.6
Income quintile 2,HPIQ.SIQ2015,2011/7,2011Q3,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,960,0.4,4.3
Income quintile 3,HPIQ.SIQ3015,2011/7,2011Q3,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,960,0.4,4.2
Income quintile 4,HPIQ.SIQ4015,2011/7,2011Q3,disq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,959,0.4,4.4
Income quintile 5 (high),HPIQ.SIQ5015,2011/7,2011Q3,disq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,960,0.4,4.3
Expenditure quintile 1 (low),HPIQ.SEQ1015,2011/7,2011Q3,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,959,0.3,4.5
Expenditure quintile 2,HPIQ.SEQ2015,2011/7,2011Q3,expq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,959,0.3,4.4
Expenditure quintile 3,HPIQ.SEQ3015,2011/7,2011Q3,expq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,959,0.5,4.5
Expenditure quintile 4,HPIQ.SEQ4015,2011/7,2011Q3,expq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,960,0.4,4.2
Expenditure quintile 5 (high),HPIQ.SEQ5015,2011/7,2011Q3,expq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,961,0.5,4.3
M\u0101ori,HPIQ.SMAO015,2011/7,2011Q3,maori,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,963,0.3,4.2
Superannuitant,HPIQ.SSUP015,2011/7,2011Q3,super,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,953,0.5,5
All households,HPIQ.SALL02,2011/7,2011Q3,allhh,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,885,0.8,6.1
Beneficiary,HPIQ.SBEN02,2011/7,2011Q3,benef,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,795,0.4,8.5
Income quintile 1 (low),HPIQ.SIQ102,2011/7,2011Q3,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,830,0.5,7.4
Income quintile 2,HPIQ.SIQ202,2011/7,2011Q3,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,857,0.7,7.5
Income quintile 3,HPIQ.SIQ302,2011/7,2011Q3,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,879,0.8,6
Income quintile 4,HPIQ.SIQ402,2011/7,2011Q3,disq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,908,1,5.7
Income quintile 5 (high),HPIQ.SIQ502,2011/7,2011Q3,disq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,956,1,4.3
Expenditure quintile 1 (low),HPIQ.SEQ102,2011/7,2011Q3,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,830,0.6,8.2
Expenditure quintile 2,HPIQ.SEQ202,2011/7,2011Q3,expq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,857,0.8,6.9
Expenditure quintile 3,HPIQ.SEQ302,2011/7,2011Q3,expq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,892,0.8,6.1
Expenditure quintile 4,HPIQ.SEQ402,2011/7,2011Q3,expq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,913,0.9,5.4
Expenditure quintile 5 (high),HPIQ.SEQ502,2011/7,2011Q3,expq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,953,0.7,4.2
M\u0101ori,HPIQ.SMAO02,2011/7,2011Q3,maori,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,832,0.8,7.6
Superannuitant,HPIQ.SSUP02,2011/7,2011Q3,super,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,909,0.8,5.2
All households,HPIQ.SALL021,2011/7,2011Q3,allhh,2.1,Alcoholic beverages,Alcohol,subgroup,1023,1.3,2.5
Beneficiary,HPIQ.SBEN021,2011/7,2011Q3,benef,2.1,Alcoholic beverages,Alcohol,subgroup,1017,1.4,2.3
Income quintile 1 (low),HPIQ.SIQ1021,2011/7,2011Q3,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,1031,1.2,2.3
Income quintile 2,HPIQ.SIQ2021,2011/7,2011Q3,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,1021,1.3,2.7
Income quintile 3,HPIQ.SIQ3021,2011/7,2011Q3,disq3,2.1,Alcoholic beverages,Alcohol,subgroup,1021,1.3,2.8
Income quintile 4,HPIQ.SIQ4021,2011/7,2011Q3,disq4,2.1,Alcoholic beverages,Alcohol,subgroup,1015,1.4,2.6
Income quintile 5 (high),HPIQ.SIQ5021,2011/7,2011Q3,disq5,2.1,Alcoholic beverages,Alcohol,subgroup,1027,1.1,1.8
Expenditure quintile 1 (low),HPIQ.SEQ1021,2011/7,2011Q3,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,1026,1.3,2.7
Expenditure quintile 2,HPIQ.SEQ2021,2011/7,2011Q3,expq2,2.1,Alcoholic beverages,Alcohol,subgroup,1012,1.5,3
Expenditure quintile 3,HPIQ.SEQ3021,2011/7,2011Q3,expq3,2.1,Alcoholic beverages,Alcohol,subgroup,1021,1.2,2.4
Expenditure quintile 4,HPIQ.SEQ4021,2011/7,2011Q3,expq4,2.1,Alcoholic beverages,Alcohol,subgroup,1021,1.2,2.6
Expenditure quintile 5 (high),HPIQ.SEQ5021,2011/7,2011Q3,expq5,2.1,Alcoholic beverages,Alcohol,subgroup,1032,1.1,1.8
M\u0101ori,HPIQ.SMAO021,2011/7,2011Q3,maori,2.1,Alcoholic beverages,Alcohol,subgroup,1011,1.8,3.4
Superannuitant,HPIQ.SSUP021,2011/7,2011Q3,super,2.1,Alcoholic beverages,Alcohol,subgroup,1037,1.1,2.3
All households,HPIQ.SALL022,2011/7,2011Q3,allhh,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.7
Beneficiary,HPIQ.SBEN022,2011/7,2011Q3,benef,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,717,0.1,12.2
Income quintile 1 (low),HPIQ.SIQ1022,2011/7,2011Q3,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.9
Income quintile 2,HPIQ.SIQ2022,2011/7,2011Q3,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,717,0.1,11.7
Income quintile 3,HPIQ.SIQ3022,2011/7,2011Q3,disq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
Income quintile 4,HPIQ.SIQ4022,2011/7,2011Q3,disq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
Income quintile 5 (high),HPIQ.SIQ5022,2011/7,2011Q3,disq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
Expenditure quintile 1 (low),HPIQ.SEQ1022,2011/7,2011Q3,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,717,0.1,11.9
Expenditure quintile 2,HPIQ.SEQ2022,2011/7,2011Q3,expq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.7
Expenditure quintile 3,HPIQ.SEQ3022,2011/7,2011Q3,expq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
Expenditure quintile 4,HPIQ.SEQ4022,2011/7,2011Q3,expq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
Expenditure quintile 5 (high),HPIQ.SEQ5022,2011/7,2011Q3,expq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
M\u0101ori,HPIQ.SMAO022,2011/7,2011Q3,maori,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,717,0.1,11.9
Superannuitant,HPIQ.SSUP022,2011/7,2011Q3,super,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,716,0,11.5
All households,HPIQ.SALL03,2011/7,2011Q3,allhh,3,Clothing and footwear,Clothing and footwear,group,1031,0.1,0
Beneficiary,HPIQ.SBEN03,2011/7,2011Q3,benef,3,Clothing and footwear,Clothing and footwear,group,1040,0.5,0.1
Income quintile 1 (low),HPIQ.SIQ103,2011/7,2011Q3,disq1,3,Clothing and footwear,Clothing and footwear,group,1039,0.3,0.3
Income quintile 2,HPIQ.SIQ203,2011/7,2011Q3,disq2,3,Clothing and footwear,Clothing and footwear,group,1039,-0.1,-0.1
Income quintile 3,HPIQ.SIQ303,2011/7,2011Q3,disq3,3,Clothing and footwear,Clothing and footwear,group,1036,0.2,0
Income quintile 4,HPIQ.SIQ403,2011/7,2011Q3,disq4,3,Clothing and footwear,Clothing and footwear,group,1023,0.1,-0.3
Income quintile 5 (high),HPIQ.SIQ503,2011/7,2011Q3,disq5,3,Clothing and footwear,Clothing and footwear,group,1023,-0.4,0.1
Expenditure quintile 1 (low),HPIQ.SEQ103,2011/7,2011Q3,expq1,3,Clothing and footwear,Clothing and footwear,group,1046,0.3,0.2
Expenditure quintile 2,HPIQ.SEQ203,2011/7,2011Q3,expq2,3,Clothing and footwear,Clothing and footwear,group,1032,0.3,0.3
Expenditure quintile 3,HPIQ.SEQ303,2011/7,2011Q3,expq3,3,Clothing and footwear,Clothing and footwear,group,1038,0,-0.1
Expenditure quintile 4,HPIQ.SEQ403,2011/7,2011Q3,expq4,3,Clothing and footwear,Clothing and footwear,group,1023,-0.2,-0.7
Expenditure quintile 5 (high),HPIQ.SEQ503,2011/7,2011Q3,expq5,3,Clothing and footwear,Clothing and footwear,group,1026,0,0.3
M\u0101ori,HPIQ.SMAO03,2011/7,2011Q3,maori,3,Clothing and footwear,Clothing and footwear,group,1044,0.4,-0.5
Superannuitant,HPIQ.SSUP03,2011/7,2011Q3,super,3,Clothing and footwear,Clothing and footwear,group,1021,0,-0.1
All households,HPIQ.SALL031,2011/7,2011Q3,allhh,3.1,Clothing,Clothing,subgroup,1026,0,-0.6
Beneficiary,HPIQ.SBEN031,2011/7,2011Q3,benef,3.1,Clothing,Clothing,subgroup,1035,0.4,-0.5
Income quintile 1 (low),HPIQ.SIQ1031,2011/7,2011Q3,disq1,3.1,Clothing,Clothing,subgroup,1037,0.4,-0.6
Income quintile 2,HPIQ.SIQ2031,2011/7,2011Q3,disq2,3.1,Clothing,Clothing,subgroup,1039,-0.2,-1
Income quintile 3,HPIQ.SIQ3031,2011/7,2011Q3,disq3,3.1,Clothing,Clothing,subgroup,1033,0.2,-0.4
Income quintile 4,HPIQ.SIQ4031,2011/7,2011Q3,disq4,3.1,Clothing,Clothing,subgroup,1018,0.1,-0.8
Income quintile 5 (high),HPIQ.SIQ5031,2011/7,2011Q3,disq5,3.1,Clothing,Clothing,subgroup,1017,-0.2,-0.2
Expenditure quintile 1 (low),HPIQ.SEQ1031,2011/7,2011Q3,expq1,3.1,Clothing,Clothing,subgroup,1047,0.2,-0.8
Expenditure quintile 2,HPIQ.SEQ2031,2011/7,2011Q3,expq2,3.1,Clothing,Clothing,subgroup,1028,0.4,-0.5
Expenditure quintile 3,HPIQ.SEQ3031,2011/7,2011Q3,expq3,3.1,Clothing,Clothing,subgroup,1035,0,-0.4
Expenditure quintile 4,HPIQ.SEQ4031,2011/7,2011Q3,expq4,3.1,Clothing,Clothing,subgroup,1017,-0.3,-1.1
Expenditure quintile 5 (high),HPIQ.SEQ5031,2011/7,2011Q3,expq5,3.1,Clothing,Clothing,subgroup,1021,0.1,-0.1
M\u0101ori,HPIQ.SMAO031,2011/7,2011Q3,maori,3.1,Clothing,Clothing,subgroup,1044,0.4,-0.9
Superannuitant,HPIQ.SSUP031,2011/7,2011Q3,super,3.1,Clothing,Clothing,subgroup,1018,0,-0.9
All households,HPIQ.SALL032,2011/7,2011Q3,allhh,3.2,Footwear,Footwear,subgroup,1050,0.1,1.9
Beneficiary,HPIQ.SBEN032,2011/7,2011Q3,benef,3.2,Footwear,Footwear,subgroup,1051,0.5,1.7
Income quintile 1 (low),HPIQ.SIQ1032,2011/7,2011Q3,disq1,3.2,Footwear,Footwear,subgroup,1050,0.5,3.4
Income quintile 2,HPIQ.SIQ2032,2011/7,2011Q3,disq2,3.2,Footwear,Footwear,subgroup,1040,0.5,2.3
Income quintile 3,HPIQ.SIQ3032,2011/7,2011Q3,disq3,3.2,Footwear,Footwear,subgroup,1049,0.3,1.5
Income quintile 4,HPIQ.SIQ4032,2011/7,2011Q3,disq4,3.2,Footwear,Footwear,subgroup,1054,0.3,1.6
Income quintile 5 (high),HPIQ.SIQ5032,2011/7,2011Q3,disq5,3.2,Footwear,Footwear,subgroup,1054,-0.6,1.2
Expenditure quintile 1 (low),HPIQ.SEQ1032,2011/7,2011Q3,expq1,3.2,Footwear,Footwear,subgroup,1042,0.6,2.5
Expenditure quintile 2,HPIQ.SEQ2032,2011/7,2011Q3,expq2,3.2,Footwear,Footwear,subgroup,1049,0.5,2.2
Expenditure quintile 3,HPIQ.SEQ3032,2011/7,2011Q3,expq3,3.2,Footwear,Footwear,subgroup,1051,0,1.4
Expenditure quintile 4,HPIQ.SEQ4032,2011/7,2011Q3,expq4,3.2,Footwear,Footwear,subgroup,1052,0.2,1.3
Expenditure quintile 5 (high),HPIQ.SEQ5032,2011/7,2011Q3,expq5,3.2,Footwear,Footwear,subgroup,1052,-0.4,2
M\u0101ori,HPIQ.SMAO032,2011/7,2011Q3,maori,3.2,Footwear,Footwear,subgroup,1042,0.6,1.8
Superannuitant,HPIQ.SSUP032,2011/7,2011Q3,super,3.2,Footwear,Footwear,subgroup,1038,-0.1,2.8
All households,HPIQ.SALL04,2011/7,2011Q3,allhh,4,Housing and household utilities,Housing,group,926,0.9,3.7
Beneficiary,HPIQ.SBEN04,2011/7,2011Q3,benef,4,Housing and household utilities,Housing,group,935,0.6,2.9
Income quintile 1 (low),HPIQ.SIQ104,2011/7,2011Q3,disq1,4,Housing and household utilities,Housing,group,928,0.8,3.6
Income quintile 2,HPIQ.SIQ204,2011/7,2011Q3,disq2,4,Housing and household utilities,Housing,group,929,0.9,3.5
Income quintile 3,HPIQ.SIQ304,2011/7,2011Q3,disq3,4,Housing and household utilities,Housing,group,925,0.8,3.4
Income quintile 4,HPIQ.SIQ404,2011/7,2011Q3,disq4,4,Housing and household utilities,Housing,group,924,0.9,3.8
Income quintile 5 (high),HPIQ.SIQ504,2011/7,2011Q3,disq5,4,Housing and household utilities,Housing,group,920,0.9,4.1
Expenditure quintile 1 (low),HPIQ.SEQ104,2011/7,2011Q3,expq1,4,Housing and household utilities,Housing,group,925,0.9,3.6
Expenditure quintile 2,HPIQ.SEQ204,2011/7,2011Q3,expq2,4,Housing and household utilities,Housing,group,929,0.8,3.3
Expenditure quintile 3,HPIQ.SEQ304,2011/7,2011Q3,expq3,4,Housing and household utilities,Housing,group,927,0.9,3.5
Expenditure quintile 4,HPIQ.SEQ404,2011/7,2011Q3,expq4,4,Housing and household utilities,Housing,group,924,0.8,3.6
Expenditure quintile 5 (high),HPIQ.SEQ504,2011/7,2011Q3,expq5,4,Housing and household utilities,Housing,group,921,0.8,4.3
M\u0101ori,HPIQ.SMAO04,2011/7,2011Q3,maori,4,Housing and household utilities,Housing,group,934,0.5,3
Superannuitant,HPIQ.SSUP04,2011/7,2011Q3,super,4,Housing and household utilities,Housing,group,915,1.3,4.8
All households,HPIQ.SALL041,2011/7,2011Q3,allhh,4.1,Actual rentals for housing,Rent,subgroup,943,0.5,1.8
Beneficiary,HPIQ.SBEN041,2011/7,2011Q3,benef,4.1,Actual rentals for housing,Rent,subgroup,945,0.4,1.7
Income quintile 1 (low),HPIQ.SIQ1041,2011/7,2011Q3,disq1,4.1,Actual rentals for housing,Rent,subgroup,945,0.5,1.7
Income quintile 2,HPIQ.SIQ2041,2011/7,2011Q3,disq2,4.1,Actual rentals for housing,Rent,subgroup,944,0.4,1.7
Income quintile 3,HPIQ.SIQ3041,2011/7,2011Q3,disq3,4.1,Actual rentals for housing,Rent,subgroup,942,0.4,1.7
Income quintile 4,HPIQ.SIQ4041,2011/7,2011Q3,disq4,4.1,Actual rentals for housing,Rent,subgroup,941,0.5,1.7
Income quintile 5 (high),HPIQ.SIQ5041,2011/7,2011Q3,disq5,4.1,Actual rentals for housing,Rent,subgroup,942,0.5,2.1
Expenditure quintile 1 (low),HPIQ.SEQ1041,2011/7,2011Q3,expq1,4.1,Actual rentals for housing,Rent,subgroup,946,0.4,1.7
Expenditure quintile 2,HPIQ.SEQ2041,2011/7,2011Q3,expq2,4.1,Actual rentals for housing,Rent,subgroup,943,0.5,1.7
Expenditure quintile 3,HPIQ.SEQ3041,2011/7,2011Q3,expq3,4.1,Actual rentals for housing,Rent,subgroup,942,0.4,1.7
Expenditure quintile 4,HPIQ.SEQ4041,2011/7,2011Q3,expq4,4.1,Actual rentals for housing,Rent,subgroup,941,0.5,1.7
Expenditure quintile 5 (high),HPIQ.SEQ5041,2011/7,2011Q3,expq5,4.1,Actual rentals for housing,Rent,subgroup,941,0.5,2.2
M\u0101ori,HPIQ.SMAO041,2011/7,2011Q3,maori,4.1,Actual rentals for housing,Rent,subgroup,949,0.5,1.7
Superannuitant,HPIQ.SSUP041,2011/7,2011Q3,super,4.1,Actual rentals for housing,Rent,subgroup,943,0.4,1.7
All households,HPIQ.SALL043,2011/7,2011Q3,allhh,4.3,Property maintenance,Property maintenance,subgroup,925,0.1,5.2
Beneficiary,HPIQ.SBEN043,2011/7,2011Q3,benef,4.3,Property maintenance,Property maintenance,subgroup,950,0.5,5.7
Income quintile 1 (low),HPIQ.SIQ1043,2011/7,2011Q3,disq1,4.3,Property maintenance,Property maintenance,subgroup,931,-0.1,5.3
Income quintile 2,HPIQ.SIQ2043,2011/7,2011Q3,disq2,4.3,Property maintenance,Property maintenance,subgroup,933,0.2,5.3
Income quintile 3,HPIQ.SIQ3043,2011/7,2011Q3,disq3,4.3,Property maintenance,Property maintenance,subgroup,925,0.3,5
Income quintile 4,HPIQ.SIQ4043,2011/7,2011Q3,disq4,4.3,Property maintenance,Property maintenance,subgroup,932,0.3,5.7
